loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.27134778499603274,1.7527074813842773,2.419475655430712e-05,2.671480144404332,740,,,,,,,,,
0.3030816316604614,1.0794882774353027,2.3445692883895133e-05,2.743682310469314,760,,,,,,,,,
0.28161139488220216,1.026503324508667,2.2696629213483146e-05,2.815884476534296,780,,,,,,,,,
0.29398188591003416,0.8736622929573059,2.194756554307116e-05,2.888086642599278,800,,,,,,,,,
0.2898032903671265,0.9789990782737732,2.1198501872659177e-05,2.96028880866426,820,,,,,,,,,
,,,3.0,831,0.21837279200553894,14.1821,78.056,4.936,,,,,
0.2544461011886597,1.0211992263793945,2.0449438202247194e-05,3.032490974729242,840,,,,,,,,,
0.32026193141937254,1.3555337190628052,1.9700374531835207e-05,3.104693140794224,860,,,,,,,,,
0.2743232011795044,0.985190212726593,1.895131086142322e-05,3.1768953068592056,880,,,,,,,,,
0.2853219509124756,1.145139455795288,1.8202247191011237e-05,3.2490974729241877,900,,,,,,,,,
0.258488392829895,0.8963300585746765,1.745318352059925e-05,3.32129963898917,920,,,,,,,,,
0.24000403881072999,0.9234136939048767,1.6704119850187268e-05,3.3935018050541514,940,,,,,,,,,
0.2627425193786621,1.9556115865707397,1.595505617977528e-05,3.4657039711191335,960,,,,,,,,,
0.28268883228302,0.985274612903595,1.5205992509363296e-05,3.5379061371841156,980,,,,,,,,,
0.25125229358673096,1.002090573310852,1.4456928838951311e-05,3.6101083032490973,1000,,,,,,,,,
0.24500432014465331,1.0401870012283325,1.3707865168539327e-05,3.6823104693140793,1020,,,,,,,,,
0.2768924951553345,1.1995348930358887,1.295880149812734e-05,3.7545126353790614,1040,,,,,,,,,
0.24734022617340087,0.9128703474998474,1.2209737827715357e-05,3.8267148014440435,1060,,,,,,,,,
0.25228066444396974,1.4383611679077148,1.146067415730337e-05,3.898916967509025,1080,,,,,,,,,
0.2533468723297119,0.9325105547904968,1.0711610486891387e-05,3.9711191335740073,1100,,,,,,,,,
,,,4.0,1108,0.21115539968013763,14.1216,78.391,4.957,,,,,
0.2851874828338623,1.087128758430481,9.9625468164794e-06,4.043321299638989,1120,,,,,,,,,
0.25610649585723877,0.9843723773956299,9.213483146067416e-06,4.115523465703971,1140,,,,,,,,,
0.27175474166870117,1.046048879623413,8.464419475655431e-06,4.187725631768953,1160,,,,,,,,,
0.265775728225708,1.2032955884933472,7.715355805243446e-06,4.259927797833935,1180,,,,,,,,,
0.2426521062850952,0.9378972053527832,6.96629213483146e-06,4.332129963898917,1200,,,,,,,,,
